vehicle_id,vehicle_model,engine_temp,speed,latitude,longitude,battery_efficiency,miles
EV-069,Model Y,37.6,49.3,13.13757,80.3251,3.63,10548.8
EV-020,Model Y,30.6,53,13.03475,80.34731,3.08,400.2
EV-011,Kona Electric,39.9,21.1,13.11967,80.17768,3.95,6751.1
EV-074,XUV400,32.4,22.7,13.04484,80.17295,4.19,12439.7
EV-038,Model Y,38.7,54.8,13.06882,80.36169,3.77,11066.6
EV-006,XUV400,34.8,24.7,13.11992,80.28711,3.62,6180.7
EV-072,Kona Electric,21.9,15.4,13.25001,80.22222,3.59,11028.7
EV-023,Model 3,31.4,28.7,13.11428,80.25813,3.35,8270.4
EV-047,Kona Electric,41,56,13.08176,80.17195,3.03,13689.9
EV-090,Kona Electric,35.4,30,13.01616,80.22833,3.86,8809
EV-046,Model Y,35.3,7.9,13.1544,80.28344,4.17,6014
EV-012,MG ZS EV,42.7,56.3,13.05586,80.29906,3.84,12944.5
EV-090,Kona Electric,27.9,0,13.11263,80.26371,4.1,752.8
EV-013,MG ZS EV,34.2,40,13.13886,80.25552,4.25,13508.2
EV-062,Model 3,31.3,0,13.18383,80.32936,4.52,10446.7
EV-082,Model 3,38.7,23.2,13.15009,80.26259,4.01,14109.4
EV-089,XUV400,30.8,0,12.98482,80.23493,4.14,3761.3
EV-097,Model Y,23.1,0,12.94532,80.20972,4.14,10425.3
EV-060,Model Y,38.2,60.3,13.13882,80.12929,3.75,12142.9
EV-043,Kona Electric,39.9,35.5,13.08958,80.32269,4.01,10533
EV-076,MG ZS EV,42.2,28.3,13.11402,80.38779,4.04,3159
EV-100,Kona Electric,37.2,31.8,13.22028,80.20458,4.62,4137.5
EV-068,Model Y,27.2,22,13.03337,80.1691,4.57,8503.3
EV-005,MG ZS EV,32.4,19.9,13.18601,80.22088,3.32,6704
EV-037,Model 3,39.8,45,13.03417,80.29394,4.09,11028.1
EV-072,Kona Electric,40.3,33.3,13.20792,80.23028,4,5683.3
EV-092,Model 3,40,45.6,13.14274,80.22888,4.49,12892.9
EV-031,Model Y,31.7,7.7,12.96213,80.26407,3.99,6481.6
EV-009,Model 3,38.7,20.3,13.04932,80.27876,4.1,605.4
EV-051,XUV400,33.2,36.9,13.23595,80.30016,3.74,265.4
EV-029,Ioniq 5,39.6,55.4,13.22592,80.24709,4.12,9702.9
EV-078,Nexon EV,36.1,2.8,13.13104,80.24566,3.5,8110.6
EV-040,Kona Electric,37.7,23.2,13.11104,80.11694,3.88,8143.5
EV-041,Ioniq 5,38,25,13.10188,80.34555,3.58,11851.2
EV-086,Model 3,39.7,40,13.11766,80.29089,3.88,5638.9
EV-011,Kona Electric,29.8,25.2,13.07144,80.39159,3.78,14931.7
EV-023,Model 3,37.7,46.9,13.17958,80.31159,4.3,14183.2
EV-001,Kona Electric,28.3,6.6,13.12893,80.26481,3.91,199.4
EV-046,Model Y,35.5,41,13.00547,80.15182,4.6,13436.7
EV-021,Ioniq 5,31.7,46.5,13.1351,80.14,3.87,10209.8
EV-090,Kona Electric,35.9,18.3,13.0959,80.35457,3.57,7533.8
EV-036,Kona Electric,28.1,49.6,13.0577,80.31562,3.81,8743.3
EV-054,XUV400,41.7,55,13.23458,80.38793,3.99,12628.7
EV-087,Model Y,40.4,69.1,13.091,80.3452,4.19,14265.8
EV-057,Model 3,41.5,0,12.92615,80.24101,3.74,8407.2
EV-001,Kona Electric,36.4,45.4,13.06339,80.08669,4.65,2723.5
EV-063,Model 3,33.6,21.9,13.16218,80.31906,3.92,9598.1
EV-054,XUV400,42.1,56,13.00858,80.18941,3.6,1147.9
EV-055,Nexon EV,33.2,16.3,13.15946,80.25596,4.31,9528.9
EV-040,Kona Electric,39.7,52.4,13.00288,80.30367,4.42,12130.1
EV-015,Model Y,40.7,30.9,13.18963,80.22025,4.22,5303.2
EV-021,Ioniq 5,32.8,17.4,13.03689,80.20469,3.43,1072.4
EV-047,Kona Electric,38,0,13.05456,80.24613,4.13,10384.9
EV-073,Model Y,29.9,52.3,13.04863,80.10701,4.72,5093.2
EV-053,Kona Electric,42.5,20.7,13.1305,80.188,3.09,3740.2
EV-009,Model 3,25.9,24,13.23023,80.18685,4.15,10339.3
EV-074,XUV400,45.6,56.9,13.08389,80.25183,3.64,14543.9
EV-052,MG ZS EV,26.4,30.9,13.08183,80.19493,3.63,11181.1
EV-057,Model 3,47.2,44.4,13.03684,80.22943,4.38,7372.8
EV-026,Nexon EV,32.8,0,12.95251,80.2351,3.3,9009.7
EV-041,Ioniq 5,30.1,23.3,13.04482,80.44091,3.86,2138.5
EV-035,MG ZS EV,42.7,11.4,12.98198,80.33227,4.4,12199.1
EV-063,Model 3,26.6,0,12.93171,80.26107,4.35,9066.4
EV-025,XUV400,33.4,21.1,13.07654,80.30663,4.24,14487.6
EV-090,Kona Electric,49.1,33.8,13.03929,80.34436,4.01,14692.4
EV-075,Kona Electric,41.7,64.6,13.19283,80.29372,3.56,5322
EV-038,Model Y,21.9,0,13.01425,80.18799,3.81,14828.2
EV-002,Model Y,35.1,37.4,13.13633,80.25974,3.61,14352.7
EV-007,XUV400,38,64.9,13.13477,80.19263,3.93,9599.3
EV-082,Model 3,32.9,0,13.18967,80.24437,4.08,5005.3
EV-091,Model 3,34.6,23.3,13.06796,80.25799,4.34,11301.3
EV-034,MG ZS EV,42.7,66.2,13.18822,80.35491,3.26,4072.2
EV-091,Model 3,32.5,67.8,13.12758,80.20717,3.22,9449.5
EV-017,Ioniq 5,36,56.1,13.17384,80.20076,3.98,373.6
EV-043,Kona Electric,41.3,64.4,13.27423,80.21335,2.7,9430.6
EV-059,Nexon EV,34.8,55.3,13.07284,80.22198,2.78,14274.4
EV-051,XUV400,42.2,39.1,13.09636,80.24525,4.41,3531
EV-054,XUV400,34.7,53.7,13.05375,80.29705,3.54,11673.8
EV-024,Model Y,32.7,0,13.20608,80.20789,4.08,4404.9
EV-025,XUV400,37.5,50.1,13.29107,80.27989,4.05,10619.2
EV-071,Model Y,28.6,13.8,13.14143,80.28088,4.41,10501.1
EV-052,MG ZS EV,35.1,23.3,12.95389,80.31499,3.82,2775.1
EV-070,Kona Electric,28.5,25.8,13.01205,80.25384,3.85,8958.9
EV-088,Ioniq 5,35.5,47.4,13.17547,80.33727,3.71,12888.2
EV-033,Nexon EV,32.2,0,12.99115,80.30022,4.25,5741.1
EV-049,Nexon EV,31.2,53,13.03466,80.29663,4.11,10655.6
EV-029,Ioniq 5,41.2,50.8,13.03185,80.22664,4.4,10118.1
EV-063,Model 3,35,14.2,13.07653,80.29267,3.5,3866.4
EV-022,Ioniq 5,42.3,63.3,13.10324,80.29888,4.53,13780.1
EV-026,Nexon EV,39.8,64.7,12.93155,80.22289,3.48,8454.9
EV-028,Model 3,30.5,35.3,12.9605,80.36624,3.98,5332.6
EV-085,Ioniq 5,34.9,24.2,12.96241,80.48058,4.07,2469.6
EV-049,Nexon EV,38.1,24.8,12.97198,80.21813,3.64,7104.5
EV-071,Model Y,27.8,14.4,13.08398,80.23309,3.84,10953.1
EV-081,Model Y,29.9,29.1,13.09827,80.2351,4.58,9356.5
EV-084,Ioniq 5,37.5,56.4,13.16375,80.16593,4.36,10907.2
EV-049,Nexon EV,30.1,0,13.12709,80.2006,4.08,11877.5
EV-020,Model Y,41.2,77.8,13.03612,80.33928,3.76,6617.9
EV-086,Model 3,34.8,35.9,13.10109,80.26414,4.16,7804.9
EV-092,Model 3,36.2,28.2,13.16704,80.42422,3.98,14796.4
EV-063,Model 3,44.7,54.7,13.06451,80.24762,3.51,14520.9
EV-061,Ioniq 5,42.3,63,13.05787,80.30401,3.3,6225.2
EV-049,Nexon EV,34.2,15.8,13.0071,80.19836,3.7,10279.3
EV-071,Model Y,30.8,36.4,13.01831,80.26189,4.65,4017.5
EV-001,Kona Electric,30.1,14.1,13.13755,80.27773,4.35,2294.7
EV-096,Ioniq 5,36.2,0,13.08239,80.10237,4.58,11527.2
EV-013,MG ZS EV,32,19.4,13.23937,80.2047,4.16,6545.5
EV-094,Model 3,28,6.6,13.02856,80.32157,3.65,2659.9
EV-087,Model Y,46.2,31.1,13.14361,80.31731,4.22,11383.9
EV-051,XUV400,46.5,57,13.11361,80.17083,4.25,13728
EV-056,Kona Electric,33.7,19.4,13.07555,80.24182,4.26,13999.4
EV-083,Ioniq 5,28.5,15.7,13.04786,80.08113,3.47,8947
EV-062,Model 3,40.3,38.8,13.13071,80.27043,3.41,7197.2
EV-032,Nexon EV,36,53.9,13.12611,80.37152,4.08,2132.3
EV-030,XUV400,42.3,48.9,13.09886,80.37499,3.8,11892.9
EV-029,Ioniq 5,34.9,44.2,13.11675,80.37215,4.12,14180.1
EV-049,Nexon EV,46.2,49.7,13.08562,80.31286,3.6,13342.5
EV-045,MG ZS EV,33.8,36.4,12.95141,80.36336,4.05,11278
EV-093,Model Y,45.4,13.5,13.08945,80.25556,3.55,73.5
EV-030,XUV400,35.5,21.5,13.06122,80.22895,4.1,6119.2
EV-016,MG ZS EV,42.5,30,13.2384,80.36195,4.29,6163.7
EV-040,Kona Electric,35.8,54.5,13.13337,80.29378,4.12,13416.1
EV-019,Model 3,32.3,57,13.09882,80.12708,3.24,989.4
EV-018,XUV400,20.5,0,13.11973,80.36803,4.19,7970.7
EV-001,Kona Electric,40.7,19.6,13.00085,80.25311,3.76,2046.3
EV-078,Nexon EV,33.4,9,13.03392,80.21733,4.61,9936.1
EV-047,Kona Electric,25.8,0,13.05592,80.34901,4.38,11884.9
EV-066,XUV400,43.3,39.7,13.11377,80.33823,4.01,9631.2
EV-092,Model 3,40.2,20.2,13.04792,80.19415,4.87,11919.8
EV-094,Model 3,42.3,27.9,13.04258,80.25813,3.71,9114.4
EV-038,Model Y,29.1,32,12.99727,80.19803,3.98,2851.6
EV-051,XUV400,41.6,28.1,13.08471,80.20014,4.22,5743
EV-063,Model 3,36.1,17.9,13.09595,80.03128,4.81,14353.2
EV-004,Kona Electric,46.9,64.3,13.11698,80.18958,4.17,4326.2
EV-001,Kona Electric,38.3,30.1,13.02702,80.25701,4.32,947.6
EV-008,Kona Electric,39.7,56.6,13.11236,80.04404,3.42,5775.5
EV-029,Ioniq 5,41.5,26.8,12.99948,80.16095,3.65,5497.8
EV-055,Nexon EV,44.5,68.5,13.06517,80.31926,3.81,7057.3
EV-003,XUV400,43.3,49.2,13.10683,80.15772,3.42,8406.7
EV-032,Nexon EV,33.1,29.2,13.062,80.25812,4.13,14886.4
EV-010,MG ZS EV,33.5,19.7,12.95775,80.13843,4.32,11344.7
EV-074,XUV400,28.1,40,12.96729,80.30346,3.41,543.2
EV-083,Ioniq 5,29.8,5.4,13.10037,80.24464,4.26,10692.1
EV-034,MG ZS EV,37.7,14.9,13.12907,80.19729,4.36,12364.4
EV-097,Model Y,37,18.4,13.10985,80.05914,3.85,13435
EV-087,Model Y,32.5,45,13.131,80.19919,3.94,6363
EV-055,Nexon EV,38.4,0,13.06026,80.32388,3.28,4707.8
EV-092,Model 3,54.1,60.6,13.14178,80.3947,3.51,12590.7
EV-032,Nexon EV,31.4,32.9,13.10958,80.25316,3.39,11665.3
EV-050,MG ZS EV,33.2,18.6,13.03154,80.26269,3.72,8043
EV-007,XUV400,35.6,55.5,13.12386,80.2165,3.63,1772.7
EV-093,Model Y,36.9,45,13.10638,80.36904,3.54,9778.2
EV-008,Kona Electric,38.8,45.3,13.2165,80.25145,3.5,989.7
EV-065,Model 3,32.1,29.6,13.19305,80.3422,3.52,1510
EV-057,Model 3,30.6,0,13.07532,80.29056,4.49,4970.4
EV-067,Model 3,40.6,67.9,13.04929,80.28053,3.51,5570.8
EV-088,Ioniq 5,38.5,34.7,13.20743,80.18908,4.51,6932.3
EV-087,Model Y,47.7,69.4,13.12682,80.41331,3.31,5090.4
EV-059,Nexon EV,38.7,56.7,13.06877,80.38797,3.61,511.7
EV-072,Kona Electric,36.4,59.8,12.92358,80.45264,3.53,2365.4
EV-054,XUV400,38.6,26.1,13.02226,80.18275,2.81,1731.1
EV-067,Model 3,41.1,59.3,13.0167,80.29182,3.92,6470.6
EV-051,XUV400,32.9,15.8,13.07099,80.20723,3.96,3185.9
EV-097,Model Y,38.4,32.9,13.13218,80.30619,4.02,4406.7
EV-092,Model 3,37,57.4,13.1444,80.29408,2.92,7076.2
EV-008,Kona Electric,32.4,25.6,13.2027,80.23758,3.99,3537.3
EV-034,MG ZS EV,30.8,69,13.15721,80.25241,3.35,3692.7
EV-035,MG ZS EV,36.7,52.9,12.97866,80.43796,3.89,12498
EV-096,Ioniq 5,30.9,64.7,13.1651,80.25988,3.58,8223.6
EV-088,Ioniq 5,33.4,38.1,13.22137,80.09449,3.81,12852.1
EV-078,Nexon EV,42.3,61.8,13.2174,80.22781,3.89,7720.3
EV-032,Nexon EV,26.3,15.3,12.98567,80.18308,4.41,13639.4
EV-046,Model Y,38,57.9,13.06741,80.19712,3.58,3824.9
EV-016,MG ZS EV,37.7,44.6,13.15958,80.32745,3.42,9252
EV-068,Model Y,30.8,0,12.99003,80.34197,3.45,7551
EV-037,Model 3,30.4,6.8,12.94471,80.20326,4.17,13780.8
EV-054,XUV400,36.4,23.1,13.10782,80.22665,4.52,6280.1
EV-085,Ioniq 5,38.7,36.6,13.02865,80.21485,3.27,12823.1
EV-014,XUV400,38.5,54.1,12.95218,80.39215,3.41,8460.7
EV-095,Model 3,33.8,33.1,13.18106,80.34436,3.87,10629.6
EV-055,Nexon EV,41,39.1,13.09585,80.32486,3.18,13304
EV-048,Model Y,25.4,0,13.04104,80.18814,3.96,14953.6
EV-082,Model 3,38.7,27.3,13.00561,80.13396,4.15,10968.4
EV-007,XUV400,37.7,30.1,13.09667,80.36914,4.19,4721.3
EV-074,XUV400,33,0,13.12393,80.42421,3.84,4488.7
EV-007,XUV400,35.1,25.9,13.10877,80.13017,3.86,4640
EV-033,Nexon EV,25.9,28,12.96119,80.45002,3.59,1473.1
EV-023,Model 3,38.9,0,13.12085,80.26222,3.29,808.7
EV-085,Ioniq 5,41.6,45,13.13826,80.28415,3.92,8714.7
EV-019,Model 3,30.1,24.4,13.05523,80.16527,4.16,12159.8
EV-019,Model 3,42.1,52.2,13.16587,80.12872,3.86,546.8
EV-036,Kona Electric,40.5,63.3,13.01455,80.0896,4.08,8501.7
EV-029,Ioniq 5,31.1,16.6,13.18595,80.35317,4.14,5579.6
EV-060,Model Y,44,50.1,13.09329,80.26408,4.16,13387.8
EV-082,Model 3,32.1,18.9,13.04301,80.30756,4.07,2185.1
EV-002,Model Y,41.5,22.4,13.05722,80.36135,4.74,8453.7
EV-001,Kona Electric,41.1,53.3,13.16264,80.26304,3.64,14564
EV-047,Kona Electric,40.6,32,13.10168,80.40586,4.27,5178.8
EV-069,Model Y,41.2,52.3,13.13431,80.20467,3.95,11127.9
EV-020,Model Y,34.7,0,13.16867,80.23729,4.3,13237.4
EV-011,Kona Electric,37,32.4,13.04062,80.19847,4.13,2797.2
EV-002,Model Y,28.4,0,13.09288,80.33754,3.98,14887.9
EV-067,Model 3,39.7,61.9,13.06474,80.35978,3.81,12141.8
EV-087,Model Y,38.8,18.5,13.16406,80.23447,4.2,2067.8
EV-012,MG ZS EV,43,61.7,13.0521,80.15925,3.92,4666.7
EV-020,Model Y,38.6,34.3,13.08653,80.36915,4.59,9376.4
EV-005,MG ZS EV,22.4,7.4,13.26636,80.20024,4.08,13274.3
EV-037,Model 3,30.9,0,13.18551,80.23848,3.56,2926.6
EV-038,Model Y,33.8,27.9,12.99988,80.18484,4.07,10969.4
EV-094,Model 3,32.6,50.9,13.15486,80.2937,3.7,4063.4
EV-009,Model 3,41.1,38,13.1378,80.2091,3.81,12082.2
EV-098,Ioniq 5,28,50.9,12.99465,80.32681,3.75,10253.2
EV-053,Kona Electric,41.5,44.3,13.0739,80.22592,3.64,7846
EV-044,Ioniq 5,41.6,24.7,13.00688,80.31373,3.04,9749.7
EV-099,Kona Electric,32.9,16,12.89129,80.19673,4.59,13147.3
EV-086,Model 3,31.6,0,13.07102,80.3688,3.8,5799.5
EV-024,Model Y,36.8,0,13.04221,80.23071,3.31,11539.9
EV-081,Model Y,28.2,0,12.99463,80.27791,4.07,2387.8
EV-074,XUV400,39.3,33.5,13.08193,80.17567,4.25,10519.3
EV-030,XUV400,29.4,16.9,12.91305,80.26941,3.93,11261.1
EV-059,Nexon EV,28.9,24.8,13.086,80.17864,3.48,6647.8
EV-087,Model Y,38.3,40.5,13.08393,80.26719,3.43,11905.4
EV-096,Ioniq 5,36.2,36,13.137,80.19378,4.91,8358.8
EV-081,Model Y,27,29.8,12.95445,80.25827,3.44,14044.4
EV-081,Model Y,45.6,54,13.25385,80.30797,3.16,1691.4
EV-014,XUV400,29.9,0,13.22316,80.16091,3.88,1966.7
EV-009,Model 3,38,28.8,13.02084,80.26722,4.33,12637.2
EV-040,Kona Electric,47.3,60.5,13.19948,80.30336,4.32,12636.2
EV-066,XUV400,35.1,15.1,13.15127,80.30303,3.91,7071
EV-025,XUV400,42.4,33.5,13.04755,80.42417,3.91,14459.6
EV-073,Model Y,29.4,14,13.03415,80.21114,3.49,10192.4
EV-022,Ioniq 5,42.8,30.7,13.0402,80.27048,4.44,14742.9
EV-004,Kona Electric,29.5,13.9,13.30881,80.41052,3.97,7988.3
EV-026,Nexon EV,34.5,44.6,13.19151,80.16084,3.99,3028.2
EV-058,Model Y,28.6,32.6,13.06648,80.0869,4.17,6668.7
EV-029,Ioniq 5,34.5,9.4,13.07339,80.31355,4.12,14707.4
EV-098,Ioniq 5,41.8,55,13.1505,80.35416,3.74,5559.4
EV-087,Model Y,41.9,50.8,13.14699,80.1019,4.41,14355.5
EV-037,Model 3,27.1,18.6,13.00615,80.24512,3.36,11956.3
EV-075,Kona Electric,40.6,56.2,13.1065,80.18927,3.86,6634.4
EV-070,Kona Electric,35.9,15.7,13.0385,80.29547,4.16,8130.4
EV-018,XUV400,39,32.6,13.09488,80.26799,3.84,9113.5
EV-085,Ioniq 5,35.4,60.6,13.07886,80.37542,3.93,9988.2
EV-042,Ioniq 5,22.9,28.5,13.16411,80.16311,4.27,1155.1
EV-100,Kona Electric,38.5,24.8,13.06124,80.30158,4.44,14004.2
EV-041,Ioniq 5,35.1,31.6,13.09217,80.32043,3.96,8957
EV-038,Model Y,37.4,32.9,12.93245,80.27473,3.91,13967.6
EV-034,MG ZS EV,38.6,58.6,13.10859,80.11015,3.94,9480.3
EV-017,Ioniq 5,38.5,44.5,13.02042,80.30394,3.92,6468.1
EV-037,Model 3,41.5,48.7,12.96133,80.21225,3.32,8506.1
EV-025,XUV400,29.1,52.9,13.17303,80.13124,4.19,12443.4
EV-076,MG ZS EV,38.9,10.2,13.07936,80.30024,3.27,4895.3
EV-087,Model Y,34.4,27.2,12.91653,80.33208,4.16,14347.1
EV-086,Model 3,40.1,0,13.02001,80.22147,5.02,6992
EV-085,Ioniq 5,34.4,39.1,13.0831,80.33741,4.21,14343.8
EV-027,Model Y,33.1,37.5,13.08548,80.33821,3.72,13211.9
EV-057,Model 3,38.6,60.9,13.04275,80.2693,3.5,11516.1
EV-031,Model Y,38.4,32.3,12.81348,80.31841,4.15,7014.2
EV-006,XUV400,36,45,13.03855,80.34881,3.99,8806.2
EV-091,Model 3,38.9,33.4,13.16838,80.3127,4.3,12571.3
EV-040,Kona Electric,34.2,34.3,13.19489,80.08774,4.58,8163.1
EV-098,Ioniq 5,37.4,43.5,13.0341,80.06907,4.53,11074.2
EV-012,MG ZS EV,47.8,38.3,13.23337,80.35598,3.5,11860.9
EV-053,Kona Electric,37.3,29,12.95334,80.21563,4.01,7698.9
EV-071,Model Y,40.7,54.4,13.0179,80.23102,4.01,8046
EV-010,MG ZS EV,27.2,21.7,13.15402,80.4219,4.61,2971.5
EV-045,MG ZS EV,41.1,19.5,13.14142,80.21201,4.14,3674.9
EV-017,Ioniq 5,41.8,37.6,13.08193,80.25962,3.73,13574.6
EV-026,Nexon EV,35,54.8,12.99317,80.2717,3.98,12605.7
EV-085,Ioniq 5,37.2,0,12.99296,80.25366,4.73,156.8
EV-092,Model 3,39.8,50.9,13.02465,80.37823,3.78,13041.5
EV-062,Model 3,38.1,48.8,12.99643,80.24073,3.64,383.4
EV-046,Model Y,41.7,26.7,13.09316,80.32825,3.99,6876.9
EV-064,Nexon EV,35.7,52.1,13.07532,80.27632,3.6,1016.2
EV-002,Model Y,34.4,50.3,12.98979,80.34805,4.22,14532.5
EV-054,XUV400,38.3,43.9,13.05431,80.16094,3.74,14584.9
EV-065,Model 3,42.2,62.7,12.87075,80.09041,4.16,9165
EV-051,XUV400,39.7,23.6,13.10984,80.27308,4.2,5886.1
EV-053,Kona Electric,32.9,14.1,13.14004,80.2029,4.28,7682.3
EV-036,Kona Electric,30.4,22.3,13.00976,80.38789,4.28,11435.7
EV-026,Nexon EV,48.3,30.5,13.01979,80.26405,4.29,3351.8
EV-029,Ioniq 5,29.6,25.3,13.10333,80.28828,3.88,6628.6
EV-021,Ioniq 5,39.1,56.5,13.0912,80.24611,3.38,11060.3
EV-011,Kona Electric,42.5,55.3,13.14455,80.21859,3.6,5933.9
EV-040,Kona Electric,39.2,12.2,13.02057,80.2753,4.37,484.8
EV-011,Kona Electric,36.7,62.6,13.02986,80.35188,2.94,7613.4
EV-036,Kona Electric,27.6,41.3,13.06504,80.24569,3.2,11062.5
EV-059,Nexon EV,32.6,29.6,12.99741,80.24007,4.09,14652.4
EV-039,Model Y,40,31.2,13.0633,80.33509,4.34,560.5
EV-099,Kona Electric,37.9,22.8,12.99872,80.13593,4.39,8101.1
EV-054,XUV400,42.3,57.8,13.11611,80.36578,3.36,6751.8
EV-098,Ioniq 5,38.2,22.2,13.00788,80.20619,3.53,3640.5
EV-055,Nexon EV,42.1,28.7,13.10293,80.34626,3.73,9568.3
EV-024,Model Y,28.1,0,13.19923,80.29421,3.84,2458.5
EV-022,Ioniq 5,33.6,62.9,13.11696,80.10398,3.51,4261.6
EV-069,Model Y,39.7,48.7,13.09677,80.27165,3.98,11727.5
EV-056,Kona Electric,34,60.4,12.97361,80.37584,4.25,6908.9
EV-033,Nexon EV,33.9,68.5,13.19382,80.24642,3.5,14905.1
EV-036,Kona Electric,45,57.1,13.17196,80.25376,4.13,5800
EV-020,Model Y,39.4,51,13.07019,80.20931,4.14,6951.6
EV-083,Ioniq 5,40.9,73.1,13.05197,80.36634,3.15,4507.4
EV-099,Kona Electric,38.9,55.7,13.01758,80.23367,4.04,3548.2
EV-081,Model Y,34.7,27.3,13.22585,80.41402,4.23,13834.6
EV-062,Model 3,38.1,0,13.14542,80.36313,4,11233.7
EV-098,Ioniq 5,27.7,27.5,13.02203,80.37726,4.07,5004.4
EV-073,Model Y,27.8,29.5,13.17064,80.27711,3.98,10503.8
EV-026,Nexon EV,29.9,21.6,13.18983,80.23179,3.56,14486.9
EV-066,XUV400,36.7,26.9,13.081,80.30897,4.95,1115.3
EV-073,Model Y,48.5,62.6,13.05515,80.39486,4.02,3971.2
EV-073,Model Y,42.6,52,13.00325,80.41256,4.07,3012.7
EV-040,Kona Electric,41.2,51.6,13.13929,80.12212,3.71,13047.4
EV-017,Ioniq 5,34.3,22.1,13.04853,80.48708,3.96,2692
EV-001,Kona Electric,25.3,0,13.04523,80.29087,3.53,4624.6
EV-089,XUV400,34.6,0,13.08178,80.33303,4.19,8160.2
EV-061,Ioniq 5,43.8,14,13.01726,80.19908,4.13,9318.3
EV-043,Kona Electric,30.8,0,13.20497,80.19357,3.92,12123.7
EV-042,Ioniq 5,29.2,0,13.16013,80.15559,4.01,6112.8
EV-025,XUV400,36.8,49.5,13.08882,80.40699,3.79,8016
EV-039,Model Y,40.9,49.2,13.0146,80.21565,3.72,14482.1
EV-035,MG ZS EV,35.6,25,13.01892,80.26335,3.69,4463.9
EV-003,XUV400,36.6,0,13.01539,80.24659,3.59,3725.2
EV-044,Ioniq 5,35.8,33.4,12.98424,80.18903,3.72,10660.4
EV-051,XUV400,30.8,0,13.10851,80.25478,3.75,11568.2
EV-094,Model 3,41.1,66.6,13.0313,80.27773,4,6224.6
EV-098,Ioniq 5,32.4,25.6,13.02674,80.3706,3.75,3198.6
EV-012,MG ZS EV,44.3,29.6,13.01759,80.18597,3.19,11684.9
EV-019,Model 3,39.4,27.4,13.16299,80.22402,4.12,10059
EV-044,Ioniq 5,26.5,0,13.02201,80.31471,4.25,13144
EV-059,Nexon EV,28.8,4.1,13.18422,80.27433,4.39,12665.7
EV-049,Nexon EV,40.3,45.8,13.05968,80.2758,4.05,3081.9
EV-061,Ioniq 5,36.8,32.6,12.98309,80.19301,3.54,12485.9
EV-017,Ioniq 5,33.5,0,13.12024,80.33298,3.68,2631.7
EV-074,XUV400,35.1,33.6,13.15368,80.38379,4.24,12956.2
EV-057,Model 3,38.3,33.4,13.01406,80.37639,4.58,11556
EV-055,Nexon EV,37.6,53.6,13.08776,80.25521,3.37,8550.1
EV-047,Kona Electric,35.4,5.1,13.10818,80.06406,4.08,9635.1
EV-012,MG ZS EV,37.6,14.7,13.09035,80.2894,3.78,1565.7
EV-062,Model 3,42,16.2,13.04605,80.27872,3.67,603.1
EV-080,Model 3,33.2,31.3,13.15323,80.18925,4.01,4963
EV-088,Ioniq 5,34.5,21.4,13.06261,80.20497,3.95,12322
EV-083,Ioniq 5,30.9,41.9,13.03425,80.19106,3.19,6989.5
EV-008,Kona Electric,45.9,39.7,12.94149,80.29266,4.07,3354.8
EV-095,Model 3,30.3,68.4,12.94224,80.20491,3.66,12519.1
EV-021,Ioniq 5,42.3,15.8,13.09997,80.28391,4.3,3433.3
EV-081,Model Y,39.5,58.9,13.07654,80.46082,3.49,12233.3
EV-087,Model Y,36.5,20.2,13.1537,80.25583,3.36,6797.4
EV-080,Model 3,38.1,57.6,13.17312,80.1779,3.58,6955.1
EV-070,Kona Electric,38,48.6,13.06309,80.15443,4.21,4094.4
EV-072,Kona Electric,39.4,37.3,13.15859,80.29711,3.97,13503.1
EV-025,XUV400,29.7,48.7,13.03775,80.43093,4.27,1336.3
EV-082,Model 3,28.7,0,13.07071,80.19857,3.48,2170.4
EV-089,XUV400,32.6,40,13.06842,80.0983,4.32,9540.1
EV-012,MG ZS EV,39.6,45,13.20903,80.4073,4.1,12752.5
EV-015,Model Y,32,0,12.98042,80.472,3.86,1436.3
EV-059,Nexon EV,38.6,29.4,13.08743,80.33124,4.43,11007.6
EV-026,Nexon EV,38.4,46.4,13.02702,80.30514,4.07,11139
EV-026,Nexon EV,37.3,0,13.05878,80.27604,3.61,8724.9
EV-047,Kona Electric,31.1,23.4,13.05536,80.32518,4.39,7303.5
EV-032,Nexon EV,38.3,50.4,13.08847,80.32148,3.8,4819.7
EV-010,MG ZS EV,44.2,55,13.19045,80.29334,3.81,5275.2
EV-016,MG ZS EV,40.5,33,13.23486,80.19452,3.65,10118.1
EV-071,Model Y,28.4,31.5,13.13523,80.29292,3.98,984
EV-017,Ioniq 5,26.9,0,13.00437,80.26283,3.62,8776.1
EV-023,Model 3,34.9,27.5,13.06873,80.20654,3.93,4184.6
EV-026,Nexon EV,33.8,25.1,13.10355,80.29273,4.01,7001.8
EV-085,Ioniq 5,39.3,63.6,13.05015,80.2318,3.87,8386.9
EV-086,Model 3,36,0,13.06053,80.27612,3.44,13285.5
EV-007,XUV400,34.1,5.7,13.07701,80.30722,4.4,8688.2
EV-014,XUV400,33.7,0,13.14448,80.31855,4.41,3411.3
EV-079,Model Y,37.5,17.5,13.12511,80.23378,3.92,1196.5
EV-007,XUV400,39.2,15.2,13.03389,80.30673,4.05,9406.7
EV-009,Model 3,20.9,35.1,13.13013,80.32535,4.12,8178
EV-048,Model Y,32.2,17.6,13.22065,80.34861,4.03,10078.6
EV-072,Kona Electric,33,44.7,12.96166,80.29509,4.24,6893.7
